symbol,close,rs,rs_ma,rs_slope,price_sma20,price_wma200,score,total_active,tier,conditions,run_date,data_flag,is_clean,rs_rank,grade,sector
TNPETRO,93.96,0.2045,0.2215,0.1114,103.21,90.11,5,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,81.9,B,Oil & Gas
INOXGREEN,169.12,0.2039,0.2409,0.2659,208.34,,3,7,Watchlist,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,,True,81.9,B,Other
SUVEN,146.07,0.2033,0.229,0.1773,167.42,141.55,4,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,,True,81.8,B,Other
MANOMAY,223.45,0.2021,0.0244,0.2106,219.64,,5,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,81.8,B,Other
MSUMI,43.2,0.2013,0.1046,0.0986,45.67,41.51,6,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,81.7,B,Other
FEDFINA,130.87,0.2003,0.3203,-0.212,144.76,,3,7,Watchlist,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': False, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,81.7,B,Finance
UNIVCABLES,694.85,0.2001,0.1422,0.26,794.65,618.34,5,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,81.6,B,Other
RML,840.6,0.199,-0.0834,0.2764,795.06,788.3,6,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,81.5,B,Other
SGIL,522.4,0.1987,0.1835,0.0678,527.48,406.61,4,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,81.4,B,Other
SUBROS,792.0,0.1939,0.2935,0.105,877.67,677.63,5,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,81.4,B,Other
BOSCHLTD,36425.0,0.1934,0.0666,0.1025,36785.5,30478.98,5,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,81.3,B,Other
FAZE3Q,457.75,0.1925,0.0799,0.3448,468.44,,4,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,,True,81.2,B,Other
ZFCVINDIA,15164.0,0.1908,0.0836,-0.0517,14117.55,13579.24,5,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': False, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,81.2,B,Other
VADILALIND,4944.5,0.1875,0.2197,0.1278,4975.33,4252.28,4,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,81.1,B,Other
STAR,851.55,0.1847,-0.0164,-0.0371,883.14,800.25,5,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': False, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,81.1,B,Other
KICL,5032.9,0.1845,-0.1645,0.3155,5049.63,4517.82,5,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,81.0,B,Other
BEML,1681.0,0.1825,-0.061,0.3388,1842.04,1689.66,4,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,80.9,B,Other
CREDITACC,1265.2,0.1811,0.3138,-0.2266,1317.73,1235.62,4,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': False, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,80.9,B,Other
TEGA,1817.7,0.1801,0.0568,0.1206,1856.81,1510.46,5,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,80.8,B,Other
UNITEDTEA,500.6,0.1793,-0.0803,0.2832,462.14,406.14,5,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,80.7,B,Other
AEROFLEX,234.93,0.1754,-0.1508,0.5716,186.9,,5,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,80.6,B,Other
SHAHALLOYS,65.85,0.1717,-0.0397,0.2449,69.66,63.93,5,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,80.5,B,Other
RAMCOCEM,1129.8,0.1714,0.0823,0.0696,1063.52,938.73,6,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,80.5,B,Other
AXISBANK,1383.9,0.1702,0.0971,-0.0597,1278.99,1121.27,6,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': False, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,80.3,B,Banking
SAMMAANCAP,149.91,0.1651,-0.0012,0.334,155.48,144.49,6,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,80.2,B,Other
KRBL,339.65,0.161,0.2308,0.0504,377.98,340.1,4,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,80.1,B,Other
DATAMATICS,769.95,0.1606,0.2481,0.2464,807.49,656.84,5,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,80.0,B,Other
SPLPETRO,716.8,0.1605,-0.105,0.368,646.07,650.61,4,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,79.9,B,Oil & Gas
HLEGLAS,327.75,0.1595,0.1756,0.0133,442.95,446.36,3,7,Watchlist,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,,True,79.9,B,Other
MSPL,31.78,0.1579,-0.1965,0.3738,33.61,29.53,6,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,79.8,B,Other
PRIMESECU,276.45,0.1579,-0.0238,0.2439,286.47,233.46,5,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,79.8,B,Other
FINEORG,4710.3,0.156,-0.111,0.3288,4358.72,4634.78,6,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,79.7,B,Finance
VHLTD,147.0,0.1551,0.0254,0.035,134.31,160.9,5,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,79.6,B,Other
MCLEODRUSS,41.7,0.1545,0.2936,0.2387,49.58,34.4,4,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,,True,79.6,B,Other
AZAD,1713.2,0.154,-0.0462,0.3061,1611.45,,5,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,79.5,B,Other
COROMANDEL,2220.0,0.1516,0.1889,-0.004,2251.91,1751.16,4,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': False, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,79.5,B,Other
MRF,140985.0,0.1498,0.1578,0.0055,149923.13,129428.92,4,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,79.4,B,Other
PANACHE,340.15,0.1481,0.3799,0.4663,352.37,207.57,4,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,79.4,B,Other
RAMRAT,320.7,0.1454,0.0013,0.1059,306.64,,4,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,79.3,B,Other
JSWSTEEL,1264.7,0.1445,0.1428,-0.0212,1173.48,962.88,5,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': False, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,79.2,B,Metals
PASUPTAC,53.3,0.1433,0.0717,0.1563,50.74,44.13,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,79.1,B,Other
JSL,776.35,0.1433,0.0803,0.0488,776.1,640.03,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,79.1,B,Metals
RELTD,146.95,0.1403,0.1331,-0.0122,154.01,,3,7,Watchlist,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': False, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,79.1,B,Other
NIBL,31.27,0.1398,0.1041,0.0178,30.37,29.06,6,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,79.0,B,Other
RALLIS,276.25,0.1392,-0.1291,0.1085,263.99,273.48,6,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,78.9,B,Other
MARICO,788.65,0.1379,0.0907,0.0916,742.97,637.63,6,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,78.9,B,Other
ASTRAZEN,8849.0,0.1373,0.1965,0.0211,8900.58,7017.64,4,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,78.8,B,Other
NAHARPOLY,246.37,0.1367,-0.0112,0.2697,256.5,255.46,2,7,Filtered,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,,True,78.7,B,Other
M&M,3397.4,0.1367,0.1495,-0.0446,3612.26,2692.58,4,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': False, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,78.7,B,Other
BRITANNIA,6002.5,0.1354,0.1104,0.0618,5952.5,5260.19,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,78.6,B,FMCG
AAATECH,102.18,0.1337,-0.1091,0.1079,97.98,89.98,6,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,78.6,B,IT
XELPMOC,130.41,0.1309,-0.0654,0.1893,130.36,115.56,6,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,78.5,B,Other
DHARMAJ,236.75,0.1255,-0.1357,0.2493,247.54,,3,7,Watchlist,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,,True,78.5,B,Other
SRM,416.55,0.1237,0.4581,0.0078,510.47,,3,7,Watchlist,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,,True,78.4,B,Other
JTEKTINDIA,149.28,0.1232,-0.1319,0.3505,146.78,149.09,5,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,78.3,B,Other
ONGC,279.7,0.1231,-0.0363,0.1918,243.68,221.86,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,78.3,B,Oil & Gas
INDOTHAI,261.6,0.1214,1.4847,-0.0741,332.47,147.92,3,7,Watchlist,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': False, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,,True,78.2,B,Other
J&KBANK,121.39,0.1214,0.007,0.0329,104.26,99.1,6,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,78.2,B,Banking
NDLVENTURE,115.33,0.1214,-0.1733,0.2819,92.84,,5,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,78.2,B,Other
KRISHIVAL,313.25,0.1204,0.4077,-0.1149,403.29,310.11,2,7,Filtered,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': False, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,,True,78.1,B,Other
MACPOWER,993.7,0.1199,-0.3159,0.5037,913.61,922.04,6,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,78.0,B,Power
STEL,493.95,0.1191,0.0114,0.0841,470.41,385.06,6,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,77.9,B,Other
ZENTEC,1359.9,0.1178,-0.2957,0.472,1359.58,1301.98,4,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,,True,77.8,B,Other
EIDPARRY,865.2,0.1178,0.0995,0.1242,977.48,810.17,5,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,77.8,B,Other
BDL,1265.2,0.1174,0.194,0.0623,1439.67,1200.18,4,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,,True,77.8,B,Other
MARINE,192.05,0.1173,-0.1274,0.3696,211.08,169.04,5,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,77.7,B,Other
PTC,166.52,0.1166,0.0419,0.0234,161.55,155.18,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,77.6,B,Other
BANDHANBNK,181.98,0.116,-0.0949,0.1779,154.45,181.6,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,77.6,B,Banking
NESCO,1123.6,0.1138,0.1749,0.0585,1227.61,985.73,4,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,77.5,B,Other
SASTASUNDR,283.25,0.1136,-0.0643,0.1331,302.25,302.94,3,7,Watchlist,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,77.5,B,Other
AVANTEL,143.38,0.1117,-0.0132,0.1842,156.49,,4,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,77.4,B,Other
APOLLOHOSP,7821.5,0.1117,-0.008,0.1747,7349.39,6540.99,6,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,77.4,B,Other
GOKULAGRO,169.58,0.1113,0.0593,0.1588,177.31,123.32,5,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,77.3,B,Agri
EDELWEISS,114.42,0.111,-0.073,0.2267,110.63,89.4,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,77.2,B,Other
BAJAJ-AUTO,9972.5,0.1102,-0.0266,0.0457,9268.25,8017.71,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,77.2,B,Auto
KAYA,323.7,0.1101,0.0521,-0.0434,383.17,368.92,1,7,Filtered,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': False, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,,True,77.1,B,Other
PPAP,215.62,0.1093,0.0614,0.2114,225.44,211.0,4,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,,True,77.1,B,Other
JKCEMENT,5656.0,0.1083,0.1992,0.0271,5744.52,4781.88,5,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,77.0,B,Cement
BIOCON,389.8,0.1073,0.0215,0.2322,382.46,329.63,6,7,Tier 2,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,76.9,B,Other
