symbol,close,rs,rs_ma,rs_slope,price_sma20,price_wma200,score,total_active,tier,conditions,run_date,data_flag,is_clean,rs_rank,grade,sector
TAKE,42.22,2.8497,1.288,1.2096,35.42,20.23,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,99.9,A,Other
LUMAXTECH,1757.4,2.0293,1.4222,0.6136,1449.73,758.89,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,99.8,A,IT
MTARTECH,3806.8,1.5362,0.578,1.1459,2714.37,1944.62,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,99.6,A,IT
TDPOWERSYS,903.3,1.5159,0.7229,0.9411,737.1,437.81,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,99.6,A,Power
GVT&D,3850.2,1.473,0.6317,1.045,3089.37,1759.24,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,99.5,A,Other
HINDCOPPER,566.3,1.4179,0.6662,0.356,450.27,281.25,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,99.4,A,Metals
PFOCUS,254.83,1.2977,0.6058,0.4672,211.95,136.97,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,99.2,A,Other
INFOBEAN,206.25,1.2621,0.7103,0.3659,182.86,123.16,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,99.1,A,IT
SALSTEEL,46.99,1.2129,0.6587,0.4375,40.88,24.24,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,98.9,A,Metals
BAJAJCON,395.1,1.1795,0.4042,0.6342,296.28,227.16,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,98.9,A,Other
MCX,2443.3,1.1079,0.6364,0.259,2129.35,1197.25,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,98.8,A,Exchange
SBC,32.24,1.0914,0.5689,0.3507,27.73,17.74,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,98.7,A,Other
JAYNECOIND,76.8,1.0886,0.7888,0.3665,76.25,48.88,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,98.6,A,Other
KIRLOSENG,1393.2,1.0877,0.1738,0.9354,1153.53,891.24,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,98.6,A,Capital Goods
SHARDACROP,1191.4,1.0854,0.2876,0.8496,916.65,653.8,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,98.5,A,Agri
PRECWIRE,312.25,0.9743,0.3355,0.6893,240.91,163.34,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,98.2,A,Other
POWERINDIA,25562.0,0.9442,0.4441,0.604,19745.25,12989.98,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,98.1,A,Power
DATAPATTNS,3210.2,0.9215,0.1848,0.9586,2740.76,2388.98,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,98.0,A,Defence
ABCAPITAL,344.45,0.8905,0.7347,0.0017,341.42,231.03,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,97.9,A,Other
MANINDS,461.95,0.8587,0.2386,0.8689,401.42,329.18,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,97.6,A,Other
CHENNPETRO,961.95,0.8411,0.4172,0.4296,890.44,694.42,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,97.5,A,Oil & Gas
JAMNAAUTO,147.43,0.8116,0.1852,0.5661,119.18,105.49,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,97.2,A,Auto
SANSERA,2342.2,0.8005,0.1766,0.5232,1761.45,1295.04,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,97.1,A,Other
RICOAUTO,132.22,0.7988,0.2353,0.5675,113.59,95.72,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,97.1,A,Auto
NATIONALUM,354.6,0.7816,0.3755,0.0087,296.29,181.96,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,96.9,A,Metals
SJS,1759.7,0.7738,0.4515,0.2995,1689.77,1052.0,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,96.8,A,Other
RBLBANK,319.75,0.739,0.7734,0.0157,311.35,231.33,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,96.3,A,Banking
CANBK,157.37,0.7289,0.445,0.223,146.11,103.33,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,96.2,A,Banking
SMSPHARMA,385.2,0.7248,0.2357,0.3462,317.05,227.81,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,96.1,A,Pharma
BHAGYANGR,149.9,0.7133,0.4413,0.0143,144.96,96.88,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,96.0,A,Other
APEX,389.45,0.7122,0.167,0.7298,297.96,243.13,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,95.9,A,Other
INDIANB,990.5,0.7063,0.5134,0.0449,851.59,568.63,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,95.7,A,Banking
GLOBAL,100.52,0.703,0.1707,0.541,83.43,74.41,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,95.5,A,Other
KARURVYSYA,326.2,0.6868,0.3473,0.3687,267.71,182.92,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,95.3,A,Banking
ANURAS,1239.3,0.6825,0.6147,0.0213,1232.92,950.71,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,95.3,A,Other
CUB,283.05,0.6587,0.4817,0.1221,269.52,185.09,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,95.0,A,Banking
NARMADA,32.75,0.6549,0.3139,0.4307,25.65,21.39,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,94.9,A,Other
BANKINDIA,176.05,0.645,0.3765,0.0867,149.18,113.66,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,94.8,A,Banking
VEDL,718.4,0.6446,0.2822,0.1342,588.55,398.01,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,94.7,A,Metals
JKTYRE,501.1,0.6378,0.2841,0.2504,482.32,366.56,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,94.7,A,Auto
SCI,263.47,0.6366,0.1352,0.6348,233.17,194.13,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,94.6,A,Other
BHARATFORG,1911.2,0.6226,0.0922,0.5422,1462.3,1247.44,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,94.5,A,Capital Goods
AVANTIFEED,1282.8,0.6108,0.2924,0.5868,882.57,651.84,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,94.3,A,Other
GRAPHITE,718.1,0.6041,0.132,0.4548,600.36,514.3,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,94.2,A,Metals
UNIONBANK,202.27,0.6006,0.3459,0.0583,161.91,124.25,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,94.0,A,Banking
MRPL,196.65,0.5948,0.0829,0.517,161.99,146.37,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,93.9,A,Oil & Gas
NAM-INDIA,931.2,0.5924,0.2789,0.3347,882.62,627.29,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,93.7,A,Other
DREDGECORP,951.2,0.5855,0.0694,0.362,905.94,733.02,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,93.7,A,Other
STLTECH,159.18,0.5841,-0.0341,0.814,115.05,122.53,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,93.6,A,IT
POLYCAB,8610.5,0.5762,0.0874,0.5175,7509.32,6042.97,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,93.5,A,Cables
CUMMINSIND,4898.3,0.568,0.2863,0.2486,4319.61,3156.74,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,93.5,A,Capital Goods
BEL,444.7,0.5617,0.3826,0.142,416.85,292.43,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,93.4,A,Defence
DOLPHIN,415.35,0.56,-0.1291,0.6583,403.3,365.27,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,93.3,A,Other
MFSL,1813.4,0.5589,0.3733,0.1348,1672.6,1231.18,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,93.3,A,Other
DCBBANK,185.56,0.5417,0.3948,0.0348,175.74,133.12,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,93.2,A,Banking
SBIN,1201.7,0.527,0.222,0.2194,1012.97,781.57,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,93.0,A,Banking
CCL,1014.95,0.5138,0.3229,0.1019,958.95,728.24,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,92.7,A,Other
TVSMOTOR,3869.7,0.4981,0.3956,0.0437,3646.37,2560.57,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,92.3,A,Auto
IOC,187.47,0.4924,0.1896,0.3056,162.76,132.62,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,92.2,A,Oil & Gas
BPCL,385.4,0.4847,0.251,0.1889,353.3,271.93,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,92.0,A,Oil & Gas
GPIL,266.02,0.4727,0.2503,0.2001,254.84,260.96,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,91.9,A,Metals
BLISSGVS,212.05,0.4695,0.1011,0.5368,170.24,132.45,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,91.9,A,Other
IDBI,116.01,0.4683,0.243,0.2678,102.66,82.12,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,91.8,A,Banking
FEDERALBNK,299.85,0.4572,0.2493,0.077,261.35,190.97,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,91.4,A,Banking
GESHIP,1338.9,0.4563,0.0633,0.33,1131.09,963.8,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,91.4,A,Other
MOTHERSON,133.34,0.456,0.0526,0.3959,115.98,95.17,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,91.3,A,Auto
INDSWFTLAB,145.33,0.4552,-0.0497,0.5332,107.89,102.48,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,91.2,A,Other
BANKBARODA,321.95,0.45,0.1948,0.1897,290.68,234.6,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,91.1,A,Banking
MAHABANK,74.76,0.4462,0.1369,0.1839,60.91,50.84,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,90.9,A,Banking
VASWANI,61.49,0.4396,0.1258,0.488,58.72,43.9,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,90.6,A,Other
MAHLOG,413.75,0.4384,-0.1295,0.684,340.9,376.19,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,90.6,A,Other
GLENMARK,2136.7,0.437,0.2006,0.1767,1955.38,1432.25,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,90.4,A,Pharma
NYKAA,265.48,0.4344,0.3937,0.1352,257.08,195.63,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,90.3,A,Consumer
KEI,5080.4,0.4215,-0.0098,0.5914,4262.21,3596.88,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,90.0,A,Cables
JAYBARMARU,106.83,0.4192,0.0217,0.4536,92.33,91.13,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,89.9,A,Other
LGBBROSLTD,1947.9,0.4139,0.2954,0.1103,1770.03,1293.8,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,89.8,A,Other
HEG,577.7,0.388,0.163,0.1848,543.95,436.04,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,89.5,A,Metals
ASIANTILES,71.26,0.3865,-0.0012,0.343,68.68,63.23,7,7,Tier 1,"{'C1_RS_Positive': True, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': True, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,,True,89.4,A,Other
